reduced_formula,likely_mpid,expt_gap_ev,n_measurements,gap_range_ev,is_metal_measured,selection_stratum,selection_role,hubbard_policy_differs,hubbard_explanation
BaIn2Ir,mp-22780,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Ca(GeRh)2,mp-16261,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
CaNi5,mp-774,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
CsNb6I11,mp-570455,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
CuCN2,mp-3421,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
DyFeSi,mp-22698,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Er5Si3,mp-31167,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
ErZn12,mp-30614,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Ga5Pd13,mp-31485,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Gd2AlCo2,mp-637222,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Hf3Sb,mp-15964,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Hf5Sn3,mp-21104,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Ho3AlC,mp-29677,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
InSiTe3,mp-567931,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
La2B4Rh5,mp-14696,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
LiAl3,mp-10890,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Lu7(NiTe)2,mp-11752,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
LuGe2,mp-973906,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Mo5O14,mp-30544,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",True,"Materials Project applies +U to Mo (U = 4.38 eV) and OQMD does not. Materials Project applies +U to both oxides and fluorides, while OQMD applies it only to compounds containing oxygen, and the two databases cover different element sets."
Na2UI6,mp-23546,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Nb3B2,mp-20689,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
NdInCu,mp-22696,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
PrCo4B,mp-11610,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Re(TeCl6)2,mp-28633,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Sc6NiTe2,mp-10446,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Sm2Tl,mp-319,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Sr5Sn3,mp-17720,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
SrNi5As3,mp-17396,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
TaPd3,mp-30836,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
ThIr5,mp-312,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Ti3Cu3O,mp-21457,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",True,OQMD applies +U to Cu (U minus J = 4.0 eV) and Materials Project does not.
U(SiNi)2,mp-20596,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
UAlNi4,mp-16519,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
VTe2,mp-11687,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
YbBO3,mp-5364,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
YbRh2,mp-2235,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
YbSnRh,mp-11973,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Zr4Co4Ge7,mp-22233,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
Zr5Sn4,mp-543001,0.0,1,0.0,True,M_measured_metallic,"measured metallic, classification check only",False,"Neither database applies a Hubbard U correction to this composition, so +U is not an available explanation for any disagreement between them."
